10596296.383838 6356073 5.4715
10603932.888889 6356073 5.46275
10611569.393939 6356073 5.46275
10588659.878788 6366896.2222222 5.473
10596296.383838 6366896.2222222 5.4715
10581023.373737 6377719.4444444 5.4745
10588659.878788 6377719.4444444 5.4745
10573386.868687 6388542.6666667 5.505875
10581023.373737 6388542.6666667 5.4821875
10558113.858586 6399365.8888889 5.6076875
10565750.363636 6399365.8888889 5.551
10573386.868687 6399365.8888889 5.551
10550477.353535 6410189.1111111 5.6596875
10558113.858586 6410189.1111111 5.6076875
10542840.848485 6421012.3333333 5.693375
10550477.353535 6421012.3333333 5.693375
10527567.838384 6431835.5555556 5.60675
10535204.343434 6431835.5555556 5.6631875
10542840.848485 6431835.5555556 5.69625
10519931.333333 6442658.7777778 5.5424375
10527567.838384 6442658.7777778 5.60675
10512294.828283 6453482 5.4725
10519931.333333 6453482 5.4725
10504658.323232 6464305.2222222 5.406875
10512294.828283 6464305.2222222 5.406875
10489385.313131 6475128.4444444 5.5069864300626
10497021.818182 6475128.4444444 5.4184375
10504658.323232 6475128.4444444 5.4184375
10481748.808081 6485951.6666667 5.6047269702505
10489385.313131 6485951.6666667 5.5069864300626
10474112.30303 6496774.8888889 5.6695215954512
10481748.808081 6496774.8888889 5.6695215954512
10458839.292929 6507598.1111111 5.5184540634616
10466475.79798 6507598.1111111 5.6059170205149
10474112.30303 6507598.1111111 5.669420280552
10451202.787879 6518421.3333333 5.4424660993017
10458839.292929 6518421.3333333 5.5184540634616
10443566.282828 6529244.5555556 5.372289380776
10451202.787879 6529244.5555556 5.4424660993017
10435929.777778 6540067.7777778 5.2890677904876
10443566.282828 6540067.7777778 5.2890677904876
10420656.767677 6550891 5.0906262033644
10428293.272727 6550891 5.1708062802177
10435929.777778 6550891 5.1708062802177
10413020.262626 6561714.2222222 4.7576401745202
10420656.767677 6561714.2222222 5.0906262033644
10405383.757576 6572537.4444444 4.2377504070188
10413020.262626 6572537.4444444 4.2377504070188
10390110.747475 6583360.6666667 3.8
10397747.252525 6583360.6666667 3.8875
10405383.757576 6583360.6666667 3.8875
10382474.242424 6594183.8888889 3.8
10390110.747475 6594183.8888889 3.8
10374837.737374 6605007.1111111 3.8
10382474.242424 6605007.1111111 3.8
10367201.232323 6615830.3333333 3.8
10374837.737374 6615830.3333333 3.8
10351928.222222 6626653.5555556 3.490625
10359564.727273 6626653.5555556 3.771875
10367201.232323 6626653.5555556 3.771875
10344291.717172 6637476.7777778 3.378125
10351928.222222 6637476.7777778 3.490625
10336655.212121 6648300 3.35
10344291.717172 6648300 3.35
10397747.252525 6648300 3.2396663794895
10321382.20202 6659123.2222222 3.271875
